DATE,TITLE,SUMMARY
2021-08-16 09:33:00,Companies Are Hoarding Record Cash Amid Delta Fears,"Cash and short-term investments on corporate balance sheets rose in the second quarter amid lingering uncertainty about disruptions from Covid-19, defying expectations of a spending spree."
2021-08-15 23:55:00,Hyatt Plans to Buy Apple Leisure Group From KKR and KSL Capital for $2.7 Billion,The transaction is the latest sign of optimism about a return to vacation travel even as the U.S. economy continues to grapple with the coronavirus pandemic.
2021-08-16 08:33:00,BHP Considers Sale of $15 Billion-Valued Petroleum Business,"BHP, the world’s biggest mining company, is in talks about selling its oil-and-gas business to Australia’s Woodside Petroleum, in a deal that would land BHP shareholders Woodside stock."
2021-08-15 09:30:00,Carvana's Success Rides on Used-Car Loans,"The online used-car dealer, known for its vehicle vending-machine towers, has a secret sauce: a unique accounting treatment that lets it book quick profits on car loans."
2021-08-15 17:58:00,The Delta Variant Is Already Leaving Its Mark on Business,The Covid-19 variant is damping consumer demand and raising costs for business after a spring and summer that seemed to promise a rapid recovery. The unanswered question: Is this a stumble or a fall?
2021-08-16 09:30:00,Fed Weighs Ending Asset Purchases by Middle of 2022,Reducing bond buying sooner could provide more flexibility to raise interest rates if inflation stays high and unemployment falls rapidly.
2021-08-15 14:00:00,U.S. Economy Likely to Outgrow China's in Short Term,"China’s pandemic response initially drove faster economic growth, but the U.S. poured more resources into recovery, fueling faster gains in coming quarters, economists say."
2021-08-15 19:00:00,"Economy Week Ahead: Retail Sales, Industrial Output, Fed Minutes",Markets this week will focus on U.S. retail sales and minutes from the Federal Reserve’s July policy meeting.
2021-08-15 13:00:00,Apple's Next iPhone Is Coming Soon. Here's What to Expect.,Analysts say camera improvements are the biggest changes hitting Apple’s coming smartphones.
2021-08-15 09:30:00,Sleep Apnea Sufferers Scramble After Philips Recall of Critical Machine,Prices soar for alternate devices and some users try a do-it-yourself fix after machines are found to emit potentially harmful gases and particles.
2021-08-15 09:30:00,They Ditched the Office for the Farm. And Stayed.,"The number of farmers under 35 has climbed in recent years, bringing a different outlook to the age-old business of agriculture."
2021-08-15 09:30:00,Restaurants Become the New Vaccine Enforcers,"Dining out in some places now requires proof of Covid-19 vaccination, putting workers in tough spots, but some owners say they will do whatever it takes to avoid another shutdown."
2021-08-15 13:00:00,Shale Pioneer Chesapeake Touts Natural Gas Again,"The company has agreed to purchase Vine Energy, positioning itself for the export market six months after exiting bankruptcy."
2021-08-14 09:30:00,Intel CEO Talks Up Subsidies for Pricey Chip Plants,"Pat Gelsinger, who is trying to re-energize the U.S. chip maker, has sought out government leaders to gain their support for Intel’s ambitious investment plans."
2021-08-14 18:15:00,What WSJ Readers Have---and Haven't---Missed About Working in the Office,Elements of the office that readers have missed include hallway conversations and camaraderie. On the minus side: getting there and distractions from colleagues.
2021-08-16 13:12:00,Tesla's Autopilot System Is Subject of Safety Probe,The NHTSA said that it had identified 11 crashes since early 2018 in which a Tesla vehicle using its Autopilot system struck one or more vehicles involved in an emergency-response situation.
2021-08-16 13:48:00,"Aldi to Hire 20,000 U.S. Workers in Holiday-Season Ramp-Up","Discount supermarket chain Aldi is hiring cashiers, stockers and associates at its more than 2,100 American stores and 25 warehouses as it prepares for holiday shopping."
2021-08-16 12:45:00,Sturgis Motorcycle Rally Draws Throngs as Covid-19 Surges,The pandemic has made the annual Sturgis Motorcycle Rally in South Dakota a flashpoint in a national conflict between individual freedom and collective responsibility.
2021-08-16 12:00:00,Selling a Car? What to Consider Beyond the Price Tag,The car market is red hot with prices for used autos skyrocketing. Vehicle owners are vying to cash in.
2021-08-16 13:51:00,"As More Children Get Infected by Delta Variant, Parents Open Up to Vaccinations","Once-hesitant parents are considering getting their children vaccinated as Covid-19 cases rise and schools reopen, doctors say."
2021-08-16 14:00:00,Banks Weigh Alternatives to Libor Replacement as Companies Seek Longer-Term Rates,Lenders are looking beyond SOFR to meet corporate borrowers’ needs.
2021-08-16 09:30:00,Tech Hack Notification Delays Can Leave Corporate Customers in the Lurch,Many companies struggle to obtain details that could help them prepare for fallout from a cyberattack on their technology supply chain.
2021-08-16 15:23:00,Facebook Backs Underwater Cable Projects to Boost Internet Connectivity,The social media giant said it would back two new underwater cable projects—one in Africa and another in Asia in collaboration with Google—that aim to give the companies greater control of the global internet infrastructure that their businesses rely on.
2021-08-16 15:47:00,Walmart Looks to Hire Cryptocurrency Expert,The retailer has posted a headquarters job that would entail developing a digital-currency strategy.
2021-10-08 02:11:00,"Tesla to Move Headquarters From California to Texas, Elon Musk Says","The electric-vehicle maker is moving its headquarters to Austin, Texas, cementing Chief Executive Elon Musk’s commitment to the Lone Star State and adding to a handful of Silicon Valley companies that have relocated there."
2021-10-08 13:48:00,"NFL Ratings Are Up 17%, Boosted by Fans in Stands and Close Games","Games have drawn an average of 17.3 million viewers through the first four weeks of this season, its highest level in six years."
2021-10-08 13:02:00,Delivery Giant Meituan Fined in Beijing's Tech Crackdown,China’s top antitrust body said Meituan violated antimonopoly laws by effectively forcing merchants to sell exclusively on its platform.
2021-10-08 14:00:00,'We're in a Hurry.' A New CEO Scrambles to Cope With a Global Chip Crisis.,"Cristiano Amon is the new boss of Qualcomm Inc., a U.S. tech giant that designs semiconductors. His first task: Convince companies to make more chips for him—and fast."
2021-10-08 13:04:00,Twitch Data Leak Shows Some Make Hundreds of Thousands a Month,"Leaked data from the streaming platform Twitch revealed that people can make six-figure monthly incomes from others watching them play videogames, but some streamers say the figures are incomplete."
2021-10-08 14:41:00,U.S. Job Growth Falls to Slowest Pace of Year,"The U.S. economy added 194,000 jobs in September and the unemployment rate fell to 4.8%. The Delta variant and a tight labor market held back hiring."
2021-10-08 13:49:00,Jobs Report Keeps Fed Taper on Track for November,"By emphasizing accumulated hiring progress rather than month-by-month patterns, officials set a low bar to clear."
2021-10-08 14:31:00,Canada's Employment Returns to Pre-Pandemic Level,The Canadian economy surprised with a much larger than expected jobs gain in September that returned the employment level back to its pre-pandemic level and brought the unemployment rate below 7% for the first time since the widespread shutdowns in the spring of 2020.
2021-10-08 03:49:00,"Senate Clears Plan to Raise Debt Limit, Avoid Default",Democrats struck a short-term agreement with Republican leaders that averted a looming default for now but sets up another showdown within months.
2021-10-07 14:37:00,Jobless Claims Drop for First Time in Four Weeks,"Initial unemployment claims fell to a seasonally adjusted 326,000 last week after having ticked up in September and remain near their lowest levels since the coronavirus pandemic’s onset."
2021-10-08 14:54:00,The Real Meaning of Freedom at Work,The rise of remote work during the pandemic is just one part of a generational shift that is redefining how and why we do our jobs.
2021-10-08 09:30:00,"How Evergrande Grew and Grew, Despite Years of Red Flags","The Chinese property company’s path to the brink of default was littered with financial red flags. But a combination of financial regulators, local Chinese governments, yield-hungry investors and insiders kept the critics at bay."
2021-10-08 00:36:00,Samsung Expects 28% Rise in Operating Profit,Forecast is the latest reminder of how the world-wide semiconductor shortage has turned out to be a financial boon for chip makers.
2021-10-08 13:32:00,"Crews Are Abandoned on Ships in Record Numbers Without Pay, Food or a Way Home","Failing companies ditch vessels too expensive to repair or too difficult to sell, leaving behind cargo-ship castaways trapped in ports or offshore."
2021-10-08 14:41:00,Private Prisons Still Make Money From Federal Inmates Despite Biden's Order,Operators of private prisons are replacing revenues from lapsed federal contracts by clinching deals at the city or county level to house federal inmates.
2021-10-07 22:53:00,Google to Block Ads Next to Content Denying Climate Change,The move by the world’s largest digital-ad company comes after recent restrictions on ads next to vaccine misinformation.
2021-10-08 10:33:00,U.K. Businesses Plea for More European Workers. The Government Says No.,The U.K. left the European Union last year and brought an end this year to the free movement of EU citizens into the country in the midst of a pandemic that has created labor shortages in many major economies.
2021-10-08 17:42:00,"Global Supply-Chain Problems Escalate, Threatening Economic Recovery","Shortages of components, surging prices of raw materials, transportation backups and pandemic lockdowns are squeezing manufacturers around the world—and the bottlenecks keep compounding."
2021-10-08 16:35:00,Countries Agree to Global Deal to Curb Tax Avoidance,"An agreement among 136 countries seeks to set a global minimum tax to deter tax avoidance by big multinationals. Officials see challenges in implementing the accord, particularly in the U.S."
2021-12-31 23:45:00,Why Student Debt Keeps Growing---Even When Borrowers Keep Paying,"Some loan payment plans aren’t enough to cover interest, and a punishing tax bill can await years down the line."
2021-12-31 12:03:00,Fed Rate-Setting Panel Gets New Members Amid Rate Expectations,Federal Reserve regional bank presidents who gain votes in the new year on the central bank’s interest-rate-setting committee are likely to strongly support raising borrowing costs to try to combat high inflation.
2021-12-31 20:32:00,How This Pandemic Has Left Us Less Prepared for the Next One,"China put up barriers to studying the origins of Covid-19, leading to a conflict that means less scientific collaboration and more mistrust among global powers that must work together to head off the next disaster."
2021-12-31 12:00:00,Peloton Went From Pandemic Winner to HBO Punchline,The company’s evolution into a juggernaut with a $50 billion market value and its decline to being worth less than $15 billion have been marked by management miscalculations and reversals.
